"GCM"	"Year"	"Strat.dur"	"Temp_K"	"Model"	"Scenario"	"Lake"
"gfdl-esm4"	2095	244	278.432978770772	"flake-ler"	"ssp585"	"rappbode"
"gfdl-esm4"	2096	188	280.292684027489	"flake-ler"	"ssp585"	"rappbode"
"gfdl-esm4"	2097	228	280.598988181666	"flake-ler"	"ssp585"	"rappbode"
"gfdl-esm4"	2098	208	280.746466416579	"flake-ler"	"ssp585"	"rappbode"
"gfdl-esm4"	2099	221	280.870379693907	"flake-ler"	"ssp585"	"rappbode"
"gfdl-esm4"	2100	229	279.284610131943	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2015	200	278.017877502441	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2016	193	277.534926656614	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2017	208	278.539435606736	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2018	221	277.795172781966	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2019	195	277.957381810897	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2020	168	277.55556560698	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2021	195	277.60220321264	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2022	190	279.840612792969	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2023	200	277.75433013916	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2024	200	277.658117675781	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2025	195	278.401631673177	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2026	190	278.589161280582	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2027	192	277.642745018005	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2028	197	278.366813698396	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2029	193	277.95695171455	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2030	205	277.781959794207	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2031	179	279.632475954194	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2032	170	279.24830232508	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2033	196	278.259620822206	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2034	192	278.025172392527	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2035	205	278.410820937738	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2036	212	278.434151271604	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2037	205	277.381987632193	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2038	206	278.007233703021	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2039	184	280.022999804953	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2040	205	278.311790801258	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2041	209	278.714966696415	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2042	201	277.699770495666	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2043	214	278.705659242434	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2044	216	277.711235470242	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2045	211	277.754921863429	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2046	208	277.664726257324	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2047	220	279.09548256614	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2048	205	278.737456531059	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2049	217	279.188845445484	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2050	211	279.081199320572	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2051	219	277.576524847719	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2052	208	279.530886283288	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2053	216	277.772886629458	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2054	222	278.114044601853	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2055	224	278.297806467329	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2056	222	278.313814455324	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2057	231	278.564400809152	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2058	207	280.022344174592	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2059	194	279.080541551728	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2060	212	277.427536298644	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2061	246	279.127252470187	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2062	241	277.914263080265	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2063	231	277.668500759901	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2064	221	278.955785000486	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2065	224	279.034466470991	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2066	211	278.610981294894	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2067	222	278.489215472797	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2068	208	277.571734208327	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2069	230	280.176787401282	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2070	233	278.73134799679	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2071	215	279.725488423192	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2072	209	280.025135533091	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2073	232	279.549820340913	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2074	227	279.239685193032	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2075	240	278.169324366252	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2076	217	281.307838967319	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2077	236	279.410842119637	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2078	213	281.747274479396	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2079	234	280.868457761585	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2080	238	280.179416303875	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2081	218	277.455023389344	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2082	223	279.24459647277	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2083	244	280.725315906962	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2084	231	280.516696946446	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2085	246	278.600996063977	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2086	229	280.338219122075	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2087	225	281.036064724392	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2088	241	280.972481881929	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2089	254	279.360226128045	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2090	242	280.125778576559	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2091	252	279.77804190015	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2092	231	279.126543449633	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2093	247	281.47957558574	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2094	239	279.683878623292	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2095	237	280.612054108567	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2096	259	280.636202661227	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2097	244	281.483077752786	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2098	240	280.610854593913	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2099	256	280.672709703445	"flake-ler"	"ssp585"	"rappbode"
"ipsl-cm6a-lr"	2100	250	281.186279418945	"flake-ler"	"ssp585"	"rappbode"
"gfdl-esm4"	2015	195	277.788155423678	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2016	212	277.597564697266	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2017	179	277.492549789684	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2018	184	277.384033203125	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2019	189	278.041708971458	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2020	207	277.338195800781	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2021	204	278.329866596297	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2022	197	277.338196885162	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2023	197	277.348804609425	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2024	197	278.114044189453	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2025	187	277.338101800113	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2026	178	277.338195800781	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2027	193	278.187225341797	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2028	214	278.371734619141	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2029	200	277.550933837891	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2030	205	277.696628775248	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2031	209	277.854370117188	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2032	198	278.260650634766	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2033	206	277.932159423828	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2034	191	277.417053222656	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2035	196	277.795796452736	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2036	184	277.338195800781	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2037	194	277.338195800781	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2038	191	277.83801972554	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2039	190	277.458587646484	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2040	187	278.082183837891	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2041	202	277.764349304804	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2042	204	277.338208366843	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2043	199	277.338195800781	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2044	208	277.91748046875	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2045	190	277.570434570312	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2046	212	277.43787355243	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2047	201	277.567199707031	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2048	188	277.338195800781	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2049	198	277.338203815499	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2050	196	277.709350585938	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2051	176	277.542449951172	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2052	186	277.730010986328	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2053	197	277.338213925434	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2054	196	277.338202651666	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2055	202	277.787102123298	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2056	216	277.338195800781	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2057	200	277.604400634766	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2058	199	277.831689269099	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2059	203	278.119137768675	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2060	196	277.666870117188	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2061	189	277.658874511719	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2062	202	277.893005371094	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2063	193	278.590568423889	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2064	191	277.590881347656	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2065	206	277.713828818312	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2066	196	277.338207322724	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2067	200	277.338140258789	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2068	189	277.525482177734	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2069	180	277.338195800781	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2070	192	277.649597167969	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2071	166	277.338206095868	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2072	195	277.338209103315	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2073	192	278.135589599609	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2074	182	278.359100341797	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2075	167	277.488372802734	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2076	177	277.338195800781	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2077	182	277.712371826172	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2078	193	277.338202441912	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2079	199	278.292986999205	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2080	188	277.338195800781	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2081	195	277.338204721304	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2082	204	277.427856445312	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2083	207	277.338210101289	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2084	189	277.338195800781	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2085	192	277.935516357422	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2086	183	277.338195800781	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2087	208	277.563049316406	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2088	204	277.461222779517	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2089	202	277.375335693359	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2090	186	278.10736444945	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2091	199	277.338207302381	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2092	180	277.338204277886	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2093	198	277.463246817541	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2094	201	278.18017578125	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2095	191	277.338217370797	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2096	175	277.6650390625	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2097	188	277.338205540434	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2098	196	277.338213083695	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2099	203	277.432220458984	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2100	205	277.787933349609	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2015	174	277.338206850249	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2016	176	277.40283203125	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2017	179	277.956756591797	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2018	179	278.236114501953	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2019	183	277.338195800781	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2020	168	277.444946289062	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2021	174	278.019561767578	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2022	182	277.534942626953	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2023	162	277.338195800781	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2024	153	277.527907228158	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2025	185	277.891741778399	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2026	162	278.237152099609	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2027	173	277.335767624695	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2028	186	277.487731933594	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2029	185	278.471221923828	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2030	182	277.338195800781	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2031	177	277.747741699219	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2032	183	277.60107421875	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2033	151	277.539794921875	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2034	159	278.206431838701	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2035	180	277.338201565213	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2036	153	277.93383090948	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2037	189	277.831720422815	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2038	182	278.631178971175	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2039	183	277.972377589492	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2040	150	279.218378499349	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2041	168	277.777459099179	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2042	186	277.545096120527	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2043	193	278.219576346442	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2044	188	277.966247558594	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2045	189	278.360443115234	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2046	193	277.338195800781	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2047	182	277.338195800781	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2048	178	278.089569091797	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2049	171	277.818572998047	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2050	158	277.502166748047	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2051	150	277.877563476562	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2052	163	278.544883119548	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2053	163	278.634582519531	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2054	169	277.385124251687	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2055	169	277.354166967629	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2056	178	278.483511592565	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2057	190	277.622222900391	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2058	183	277.943908691406	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2059	192	277.661499023438	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2060	168	277.578579675584	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2061	181	277.556213378906	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2062	189	277.537292480469	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2063	155	277.442810058594	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2064	158	278.976013183594	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2065	156	277.338195800781	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2066	172	277.569671630859	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2067	170	277.683555154239	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2068	173	277.680456437127	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2069	180	277.338195800781	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2070	172	277.97509765625	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2071	159	278.207178271791	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2072	198	277.428259184866	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2073	182	278.061706542969	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2074	181	277.645935058594	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2075	156	277.49072265625	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2076	171	277.321592810558	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2077	168	278.054441179548	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2078	173	278.306262418714	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2079	174	278.361685741907	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2080	183	277.653778076172	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2081	145	279.270080566406	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2082	190	278.381317138672	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2083	174	277.42278982579	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2084	183	277.337838261505	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2085	180	277.902618408203	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2086	171	278.239044189453	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2087	174	277.71142578125	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2088	167	277.866101658987	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2089	178	277.350036621094	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2090	174	278.517578125	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2091	170	278.135986328125	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2092	150	278.331085205078	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2093	160	277.617767333984	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2094	170	277.705973187615	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2095	188	277.749633789062	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2096	157	277.698638916016	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2097	174	277.611599801601	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2098	148	277.690032958984	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2099	156	278.096893310547	"glm-ler"	"picontrol"	"rappbode"
"ipsl-cm6a-lr"	2100	153	277.808807373047	"glm-ler"	"picontrol"	"rappbode"
"gfdl-esm4"	2015	205	278.243128781202	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2016	204	277.564421261058	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2017	192	277.796600341797	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2018	205	278.611694335938	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2019	215	278.173232819313	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2020	221	278.48863641385	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2021	197	278.347106933594	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2022	194	277.508331298828	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2023	223	278.002868652344	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2024	215	277.55327943314	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2025	201	278.585601806641	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2026	175	277.712219238281	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2027	198	277.445739746094	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2028	201	277.883422851562	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2029	232	278.41076015604	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2030	209	277.564178466797	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2031	220	277.503603293679	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2032	211	279.602342216889	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2033	198	277.884881992533	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2034	208	278.114776611328	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2035	183	278.190428520161	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2036	200	277.555816650391	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2037	193	278.267944335938	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2038	200	278.169769287109	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2039	201	278.496367497231	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2040	202	277.708251953125	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2041	199	277.837325052999	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2042	205	277.654301340987	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2043	195	278.064971923828	"glm-ler"	"ssp126"	"rappbode"
"gfdl-esm4"	2044	185	278.255126953125	"glm-ler"	"ssp126"	"rappbode"
